antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'KEGS', 'LIQUOR'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES'})","frozenset({'WINE', 'LIQUOR', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'LIQUOR'})","frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES'})","frozenset({'KEGS', 'LIQUOR', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'LIQUOR', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'BEER'}),"frozenset({'KEGS', 'WINE', 'LIQUOR', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'WINE', 'LIQUOR', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'KEGS', 'LIQUOR', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'LIQUOR'}),"frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'WINE', 'LIQUOR', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})","frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER'})","frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})","frozenset({'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'NON-ALCOHOL'})","frozenset({'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'STR_SUPPLIES'})","frozenset({'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'KEGS', 'STR_SUPPLIES', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER'})","frozenset({'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'NON-ALCOHOL'})","frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF'})","frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES'})","frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'STR_SUPPLIES'})","frozenset({'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'KEGS', 'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'STR_SUPPLIES', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'BEER', 'NON-ALCOHOL'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF', 'BEER'})",frozenset({'NON-ALCOHOL'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF', 'NON-ALCOHOL'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER'})","frozenset({'WINE', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER'})","frozenset({'KEGS', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'BEER'})","frozenset({'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'NON-ALCOHOL'})","frozenset({'KEGS', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'NON-ALCOHOL'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF'})","frozenset({'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'KEGS', 'WINE', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER'})","frozenset({'WINE', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})","frozenset({'KEGS', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'NON-ALCOHOL'})","frozenset({'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'NON-ALCOHOL'})","frozenset({'KEGS', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF'})","frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF'})","frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE'})","frozenset({'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'KEGS', 'WINE', 'REF', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'WINE', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'WINE', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'KEGS', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'BEER', 'NON-ALCOHOL'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",frozenset({'BEER'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'BEER'})","frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'NON-ALCOHOL'})","frozenset({'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})","frozenset({'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'BEER'})","frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER'})","frozenset({'KEGS', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'NON-ALCOHOL'})","frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE'})","frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES'})","frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES'})","frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'BEER'}),"frozenset({'KEGS', 'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'WINE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'KEGS', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'WINE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'REF', 'BEER'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER', 'STR_SUPPLIES'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER', 'STR_SUPPLIES'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF', 'STR_SUPPLIES'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER'})","frozenset({'WINE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER'})","frozenset({'KEGS', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'BEER'})","frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF'})","frozenset({'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'STR_SUPPLIES'})","frozenset({'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'STR_SUPPLIES'})","frozenset({'KEGS', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER'})","frozenset({'WINE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})","frozenset({'KEGS', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF'})","frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE'})","frozenset({'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'STR_SUPPLIES'})","frozenset({'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'STR_SUPPLIES'})","frozenset({'KEGS', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'KEGS', 'WINE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'WINE', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'KEGS', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'STR_SUPPLIES'}),"frozenset({'KEGS', 'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'REF', 'BEER', 'NON-ALCOHOL'})",frozenset({'LIQUOR'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'STR_SUPPLIES', 'LIQUOR', 'BEER', 'NON-ALCOHOL'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'BEER', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'REF', 'STR_SUPPLIES', 'NON-ALCOHOL'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'NON-ALCOHOL'})","frozenset({'LIQUOR', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'LIQUOR', 'BEER', 'NON-ALCOHOL'})","frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
